song,artist,play_count,song_length,album,genre,track_year
Merry Christmas Baby,Kelly Clarkson,3,225.814,When Christmas Comes Around...,Holiday,2021
Dealer,Lana Del Rey,3,274.343,Blue Banisters,Alternative,2021
TRUE,Spandau Ballet,3,329.212,Gold: The Best of Spandau Ballet,Pop,1983
Million Pictures of You,Simple Plan,3,206.495,Harder Than It Looks,Alternative,2022
So Special,MUNA,3,237.075,About U,Alternative,2016
MOVE (feat. Grace Jones & Tems),Beyoncé,3,203.453,RENAISSANCE,Pop,2022
ENERGY (feat. BEAM),Beyoncé,3,116.796,RENAISSANCE,Pop,2022
Dumb Blonde (feat. Nicki Minaj),Avril Lavigne,3,214.714,Head Above Water,Pop,2019
Warrior,Avril Lavigne,3,225.814,Head Above Water,Pop,2019
fake smile,Ariana Grande,3,208.933,"thank u, next",Pop,2019
Knew Better / Forever Boy,Ariana Grande,3,299.293,Dangerous Woman,Pop,2016
Shake It Off,Taylor Swift,3,219.266,1989 (Deluxe Edition),Pop,2014
Shameless,Camila Cabello,3,219.8,Romance,Pop,2019
You Belong With Me,Taylor Swift,3,231.201,Fearless,Country,2008
Change,Taylor Swift,3,280.288,Fearless,Country,2008
The Best Day,Taylor Swift,3,245.388,Fearless,Country,2008
The Way I Loved You,Taylor Swift,3,244.297,Fearless,Country,2008
I'm Only Me When I'm With You,Taylor Swift,3,213.112,Taylor Swift (Bonus Track Version),Country,2006
Let's Be Friends,Carly Rae Jepsen,3,190.31,Let's Be Friends - Single,Pop,2020
Crutch,Matchbox Twenty,3,205.31,Mad Season (Deluxe Version),Pop,2000
Black & White People,Matchbox Twenty,3,225.14,Mad Season (Deluxe Version),Pop,2000
You Won't Be Mine,Matchbox Twenty,3,326.077,Mad Season (Deluxe Version),Pop,2000
Bed of Lies,Matchbox Twenty,3,322.176,Mad Season (Deluxe Version),Pop,2000
Hang,Matchbox Twenty,3,227.416,Yourself Or Someone Like You (Deluxe Version),Pop,1996
Argue,Matchbox Twenty,3,177.702,Yourself Or Someone Like You (Deluxe Version),Pop,1996
Parade,Matchbox Twenty,3,251.797,North (Deluxe Version),Pop,2012
Sober II (Melodrama),Lorde,3,178.7,Melodrama,Alternative,2017
Meaning of Life,Kelly Clarkson,3,231.061,Meaning of Life,Pop,2017
the lakes,Taylor Swift,3,227.203,folklore,Pop,2020
My Everything,Ariana Grande,3,168.552,My Everything (Deluxe),Pop,2014
Where Did the Beat Go?,P!nk,3,258.345,The Truth About Love,Pop,2012
Is This Thing On?,P!nk,3,263.337,The Truth About Love,Pop,2012
Conversations With My 13 Year Old Self,P!nk,3,230.574,I'm Not Dead (Bonus Tracks),Pop,2006
Centerfold,P!nk,3,199.714,I'm Not Dead (Bonus Tracks),Pop,2007
Crash & Burn,P!nk,3,265.613,I'm Not Dead (Bonus Tracks),Pop,2006
Runaway,P!nk,3,261.201,I'm Not Dead (Bonus Tracks),Pop,2006
Waiting for Love,P!nk,3,328.306,Try This,Pop,2003
Take a Chance On Me,ABBA,3,245.016,Gold: Greatest Hits,Pop,1992
Fernando,ABBA,3,253.283,Gold: Greatest Hits,Pop,1992
Blame It on My Youth,blink-182,3,186.038,NINE,Rock,2019
40 oz. Dream,Good Charlotte,3,200.806,Youth Authority (Bonus Track Version),Alternative,2016
Starboy (feat. Daft Punk),The Weeknd,3,230.527,Starboy,R&B/Soul,2016
Pound the Alarm,Nicki Minaj,3,205.705,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2012
Fire Burns,Nicki Minaj,3,179.815,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2012
Stupid Hoe,Nicki Minaj,3,196.719,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2011
Roman Holiday,Nicki Minaj,3,245.759,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2012
Beez In the Trap (feat. 2 Chainz),Nicki Minaj,3,268.538,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2012
Roulette,Katy Perry,3,198.739,Witness (Deluxe),Pop,2017
Power,Katy Perry,3,226.533,Witness (Deluxe),Pop,2017
Tsunami,Katy Perry,3,203.197,Witness (Deluxe),Pop,2017
Peacock,Katy Perry,3,231.99,Teenage Dream,Pop,2010
Pearl,Katy Perry,3,247.687,Teenage Dream,Pop,2010
Who Am I Living For?,Katy Perry,3,248.592,Teenage Dream,Pop,2010
This Is How We Do,Katy Perry,3,204.335,PRISM (Deluxe Version),Pop,2013
Tired (Bonus Track),Matchbox Twenty,3,226.208,More Than You Think You Are (Deluxe Version),Rock,2002
She's a Rebel,Green Day,3,120.511,American Idiot,Alternative,2004
Nuclear Family,Green Day,3,183.112,¡Uno!,Alternative,2012
Carpe Diem,Green Day,3,205.473,¡Uno!,Alternative,2012
Never Again,Kelly Clarkson,3,217.361,My December,Pop,2007
Hole,Kelly Clarkson,3,181.022,My December,Pop,2007
Yeah,Kelly Clarkson,3,162.353,My December,Pop,2007
Ready,Kelly Clarkson,3,184.018,All I Ever Wanted,Pop,2009
Wrapped in Red,Kelly Clarkson,3,216.967,Wrapped In Red (Deluxe Version),Holiday,2013
Take Me Away,Avril Lavigne,3,177.655,Under My Skin,Pop,2004
Together,Avril Lavigne,3,194.676,Under My Skin,Pop,2004
Forgotten,Avril Lavigne,3,197.439,Under My Skin,Pop,2004
Hello Heartache,Avril Lavigne,3,229.482,Avril Lavigne (Expanded Edition),Pop,2013
Out Alive,Kesha,3,211.464,Warrior (Expanded Edition),Pop,2012
Sleazy,Kesha,3,205.682,Cannibal (Expanded Edition),Pop,2010
Dinosaur,Kesha,3,175.24,Animal (Expanded Edition),Pop,2010
Party At a Rich Dude's House,Kesha,3,175.682,Animal (Expanded Edition),Pop,2010
Spaceship,Kesha,3,315.257,Rainbow,Pop,2017
Who Makes You Feel,Dido,3,260.945,Life for Rent,Pop,2003
Do You Have a Little Time,Dido,3,235.148,Life for Rent,Pop,2003
Some Kind of Love,Dido,3,282.284,Still on My Mind (Deluxe Edition),Pop,2019
Let Us Move On (feat. Kendrick Lamar),Dido,3,272.834,Girl Who Got Away (Deluxe Version),Pop,2013
Out of Goodbyes (feat. Lady Antebellum),Maroon 5,3,196.138,Hands All Over (Deluxe Edition),Pop,2010
Tug of War,Carly Rae Jepsen,3,224.838,Tug of War,Pop,2008
Uptown Girl,Billy Joel,3,198.357,The Essential Billy Joel,Pop,1983
Money Honey,Lady Gaga,3,170.225,The Fame,Pop,2008
How Deep Is Your Love,Bee Gees,3,245.249,Greatest,Pop,1977
Glamorous (feat. Ludacris),Fergie,3,246.665,The Dutchess,Hip-Hop/Rap,2006
Summer of '69,Bryan Adams,3,216.575,Reckless,Rock,1984
Let It Go,Idina Menzel,3,224.676,Frozen (Original Motion Picture Soundtrack),Musicals,2013
Never Been Hurt,Demi Lovato,3,236.75,Demi,Pop,2013
Really Don't Care (feat. Cher Lloyd),Demi Lovato,3,201.665,Demi,Pop,2013
Wildfire,Demi Lovato,3,199.203,Confident (Deluxe Edition),Pop,2015
Can't Fight This Feeling,REO Speedwagon,3,294.824,The Hits,Rock,1984
Dare (La La La),Shakira,3,186.572,Shakira. (Expanded Edition),Pop,2014
Bed of Lies (feat. Skylar Grey),Nicki Minaj,3,270.001,The Pinkprint (Bonus Tracks),Hip-Hop/Rap,2014
Cheap Thrills,Sia,3,211.719,This Is Acting,Pop,2016
Big Girls Cry,Sia,3,210.674,1000 Forms of Fear,Pop,2014
Free the Animal,Sia,3,264.916,1000 Forms of Fear,Pop,2014
I'm Not the Only One,Sam Smith,3,239.383,In the Lonely Hour,Pop,2014
Don't Stop Believin',Journey,3,248.964,The Essential Journey,Rock,1981
"Lovin', Touchin', Squeezin'",Journey,3,234.382,The Essential Journey,Rock,1979
Gotta Go My Own Way,Zac Efron & Vanessa Hudgens,3,222.423,High School Musical 2 (Original Soundtrack),Soundtrack,2007
6 Inch (feat. The Weeknd),Beyoncé,3,260.504,Lemonade,Pop,2016
Rut,The Killers,3,264.544,Wonderful Wonderful (Deluxe),Alternative,2017
Always,blink-182,3,251.936,Blink-182 (Bonus Track Version),Rock,2003
When I Was Young,blink-182,3,209.234,Dogs Eating Dogs - EP,Rock,2012
Boxing Day,blink-182,3,239.374,Dogs Eating Dogs - EP,Rock,2012
Disaster,blink-182,3,222.934,Dogs Eating Dogs - EP,Rock,2012
Pretty Little Girl,blink-182,3,260.202,Dogs Eating Dogs - EP,Rock,2012
Just One Yesterday (feat. Foxes),Fall Out Boy,3,244.854,Save Rock and Roll,Alternative,2013
Here's 2 Us (feat. Victoria Justice),Victorious Cast,3,202.013,Victorious 3.0 - Even More Music from the Hit TV Show (feat. Victoria Justice) - EP,Pop,2012
Space Bound,Eminem,3,278.709,Recovery (Deluxe Edition),Hip-Hop/Rap,2010
The Monster (feat. Rihanna),Eminem,3,250.241,The Marshall Mathers LP2 (Deluxe),Hip-Hop/Rap,2013
Thinking Out Loud,Ed Sheeran,3,281.611,x (Wembley Edition),Pop,2014
Waiting for Superman,Daughtry,3,267.029,Baptized (Deluxe Version),Rock,2013
Prodigal Soul,Switchfoot,3,231.201,Native Tongue,Alternative,2019
Voices,Switchfoot,3,178.306,Native Tongue,Alternative,2019
We're Gonna Be Alright,Switchfoot,3,175.24,Native Tongue,Alternative,2019
If I Left the World (feat. MARINA & Model Child),Gryffin,3,199.97,Gravity,Electronic,2019
Nobody Compares To You (feat. Katie Pearlman),Gryffin,3,231.34,Gravity (Deluxe),Dance,2019
You Remind Me (feat. Stanaj),Gryffin,3,216.851,Gravity (Deluxe),Dance,2019
Intro,Gryffin,3,117.237,Gravity (Deluxe),Dance,2019
Tie Me Down,Gryffin & Elley Duhé,3,218.29,Gravity (Deluxe),Dance,2019
No Promises (feat. Demi Lovato),Cheat Codes,3,222.841,No Promises (feat. Demi Lovato) - Single,Pop,2017
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,3,294.382,This Unruly Mess I've Made,Hip-Hop,2015
Ocean Man,Ween,3,127.013,The Mollusk,Pop,1997
It's Beginning To Look a Lot Like Christmas,Michael Bublé,3,207.261,Christmas,Holiday,2011
Santa Baby (feat. Liz Gillies),Ariana Grande,3,171.572,Christmas Kisses - EP,Holiday,2013
Last Christmas,Ariana Grande,3,204.753,Christmas Kisses - EP,Holiday,2013
Winter Things,Ariana Grande,3,158.731,Christmas & Chill - EP,Holiday,2015
Under The Mistletoe,Kelly Clarkson & Brett Eldredge,3,225.744,Under The Mistletoe - Single,Holiday,2020
Sleigh Ride,Idina Menzel,3,201.642,Christmas: A Season of Love,Holiday,2019
All I Want For Christmas Is You,Kelly Clarkson,3,226.858,All I Want For Christmas Is You - Single,Holiday,2020
I Won't Back Down,Tom Petty,3,177.33,Greatest Hits,Rock,1989
De Una Vez,Selena Gomez,3,156.014,Revelación - EP,Pop Latino,2021
My Head & My Heart,Ava Max,3,174.823,Heaven & Hell,Pop,2020
Love Rollercoaster,Ohio Players,3,290.16,Honey,R&B/Soul,1975
If It Ain't Me,Dua Lipa,3,195.419,Future Nostalgia (The Moonlight Edition),Pop,2021
That Kind of Woman,Dua Lipa,3,200.156,Future Nostalgia (The Moonlight Edition),Dance,2021
Week Without You,Miley Cyrus,3,224.444,Younger Now,Pop,2017
test drive,Ariana Grande,3,122.229,Positions,Pop,2021
Should've Said It,Camila Cabello,2,200.736,Romance,Pop,2019
Love Story,Taylor Swift,2,235.334,Fearless,Country,2008
Leave,Matchbox Twenty,2,273.972,Mad Season (Deluxe Version),Pop,2000
So Sad So Lonely,Matchbox Twenty,2,226.069,More Than You Think You Are (Deluxe Version),Rock,2002
A Minute (Intro),Kelly Clarkson,2,68.893,Meaning of Life,Pop,2017
Intro,Ariana Grande,2,79.83,My Everything (Deluxe),Pop,2015
One Last Time,Ariana Grande,2,197.791,My Everything (Deluxe),Pop,2014
Just a Little Bit of Your Heart,Ariana Grande,2,232.733,My Everything (Deluxe),Pop,2014
Ave Mary A,P!nk,2,195.999,Funhouse (Deluxe Version),Pop,2008
I Got Money Now,P!nk,2,235.287,I'm Not Dead (Bonus Tracks),Pop,2006
Catch 22,P!nk,2,231.99,M!ssundaztood,Pop,2001
"Money, Money, Money",ABBA,2,186.038,Gold: Greatest Hits,Pop,1992
I Dare You,Kelly Clarkson,2,216.177,I Dare You (Multi-Language Duets) - Single,Pop,2020
Billion,Mat Kearney,2,202.083,JUST KIDS (Deluxe Edition),Rock,2015
"This Is Me (From The Greatest Showman"")""",Kesha,2,234.886,"This Is Me (From The Greatest Showman"") - Single""",Pop,2017
City Lights,Bridgit Mendler,2,240.465,Hello My Name Is...,Pop,2012
Love Will Tell Us Where to Go,Bridgit Mendler,2,202.385,Hello My Name Is...,Pop,2012
Baby I,Ariana Grande,2,197.671,Yours Truly,Pop,2013
Bigger Than Me,Katy Perry,2,240.814,Witness (Deluxe),Pop,2017
Mind Maze,Katy Perry,2,248.221,Witness (Deluxe),Pop,2017
Witness,Katy Perry,2,250.511,Witness (Deluxe),Pop,2017
Dressin' Up,Katy Perry,2,223.608,Teenage Dream: The Complete Confection,Pop,2012
I'll Believe You When,Matchbox Twenty,2,196.649,Exile On Mainstream (Deluxe Version),Pop,2007
California 37,Train,2,132.469,California 37,Pop,2012
Hear Me,Kelly Clarkson,2,233.732,Breakaway,Pop,2004
A Moment Like This,Kelly Clarkson,2,228.345,Thankful,Pop,2003
Can I Have A Kiss?,Kelly Clarkson,2,209.676,My December,Pop,2007
Maybe,Kelly Clarkson,2,262.571,My December,Pop,2007
Falling Fast,Avril Lavigne,2,193.77,Avril Lavigne (Expanded Edition),Pop,2013
Blind,Kesha,2,197.09,Animal (Expanded Edition),Pop,2010
Don't Stop the Music,Rihanna,2,267.145,Good Girl Gone Bad: Reloaded,R&B/Soul,2007
Give You Up,Dido,2,201.595,Still on My Mind (Deluxe Edition),Pop,2019
Mad Love,Dido,2,172.059,Still on My Mind (Deluxe Edition),Pop,2019
Walking By,Dido,2,271.092,Still on My Mind (Deluxe Edition),Pop,2019
End of Night,Dido,2,238.91,Girl Who Got Away (Deluxe Version),Pop,2013
Sweet Talker,Carly Rae Jepsen,2,176.936,Tug of War,Pop,2008
Heavy Lifting,Carly Rae Jepsen,2,222.029,Tug of War,Pop,2008
Wrecking Ball,Miley Cyrus,2,221.425,Bangerz (Deluxe Version),Pop,2013
Stone Cold,Demi Lovato,2,191.378,Confident (Deluxe Edition),Pop,2015
Take It On the Run,REO Speedwagon,2,240.79,The Hits,Rock,1981
Anaconda,Nicki Minaj,2,260.295,The Pinkprint (Bonus Tracks),Hip-Hop/Rap,2014
Gitana,Shakira,2,205.798,Top Latino V5,Pop Latino,2010
Life of the Party,Shawn Mendes,2,214.604,Handwritten (Revisited),Pop,2015
Everything I Didn't Say,5 Seconds of Summer,2,180.186,5 Seconds of Summer (Bonus Track Version),Pop,2014
Me & the Rhythm,Selena Gomez,2,213.53,Revival (Deluxe),Pop,2015
Hey Mickey,Toni Basil,2,252.934,Hey Mickey - Single,Pop,2020
Gotta Be Somebody,Nickelback,2,240.953,Dark Horse,Rock,2008
Purple Rain,Prince & The Revolution,2,520.846,The Very Best of Prince,Soundtrack,1984
Wannabe (Radio Edit),Spice Girls,2,173.081,Spice,Pop,1996
Here I Go Again '87,Whitesnake,2,275.519,Whitesnake (30th Anniversary Edition) [Super Deluxe],Hard Rock,1987
Daddy Lessons,Beyoncé,2,288.043,Lemonade,Pop,2016
It's All Coming Back to Me Now,Céline Dion,2,456.922,Falling into You,Pop,1996
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN & Taylor Swift,2,245.713,Fifty Shades Darker (Original Motion Picture Soundtrack),Soundtrack,2016
Diva,Beyoncé,2,200.666,I Am... Sasha Fierce (Deluxe Version),Pop,2008
Hello,Beyoncé,2,256.603,I Am... Sasha Fierce (Deluxe Version),Pop,2008
One Less Day (Dying Young),Rob Thomas,2,184.946,Chip Tooth Smile,Pop,2019
Without You (feat. Usher),David Guetta,2,208.19,Nothing But the Beat,Dance,2011
Show Me the Meaning of Being Lonely,Backstreet Boys,2,235.009,Millennium,Pop,1999
Take My Fire,Switchfoot,2,225.14,Native Tongue,Alternative,2019
Christmas Must Be Something More,Taylor Swift,2,232.199,The Taylor Swift Holiday Collection - EP,Country,2007
Not Just on Christmas,Ariana Grande,2,122.81,Christmas & Chill - EP,Holiday,2015
Chosen Family (Acoustic),Rina Sawayama,2,245.876,SAWAYAMA (Deluxe Edition),Alternative,2020
Needed Me,Rihanna,2,191.657,ANTI (Deluxe),Pop,2016
James Joint,Rihanna,2,72.144,ANTI (Deluxe),Pop,2016
Barracuda,Heart,2,261.549,Little Queen,Rock,1977
Lonely (Dirty) [Old Version],Akon,2,235.868,Trouble,R&B/Soul,2005
The Art Of Starting Over,Demi Lovato,2,167.306,Dancing With The Devil…The Art of Starting Over,Pop,2021
Echo (feat. blackbear),Maroon 5,2,178.677,JORDI (Deluxe),Pop,2021
Lovesick,Maroon 5,2,185.132,JORDI (Deluxe),Pop,2021
Why Don't You Love Me,Beyoncé,2,217.454,I Am . . . Sasha Fierce (The Bonus Tracks) - EP,Pop,2008
On The Go (feat. Pink Sweat$ & Lunay),Bebe Rexha,2,179.467,Better Mistakes,Pop,2021
Waiting for God,Garbage,2,244.565,No Gods No Masters,Alternative,2021
The Creeps,Garbage,2,213.845,No Gods No Masters,Alternative,2021
Have All the Songs Been Written?,The Killers,2,250.009,Wonderful Wonderful (Deluxe),Alternative,2017
backwards in time,Switchfoot,2,253.61,interrobang,Alternative,2021
Don't Wait Up,Shakira,2,204.044,Don't Wait Up - Single,Pop,2021
Dream Dancing,Tony Bennett & Lady Gaga,2,256.366,Love For Sale,Jazz,2021
Let's Do It,Lady Gaga,2,216.566,Love For Sale,Jazz,2021
Wild Life,OneRepublic,2,267.21,Human (Deluxe),Pop,2020
Better Days,OneRepublic,2,144.629,Human (Deluxe),Pop,2020
Take Care Of You,OneRepublic,2,228.441,Human (Deluxe),Pop,2021
Didn't I,OneRepublic,2,207.696,Human (Deluxe),Pop,2020
Somebody To Love,OneRepublic,2,181.966,Human (Deluxe),Pop,2019
Forgot About You,OneRepublic,2,173.339,Human (Deluxe),Pop,2021
Birch (feat. Taylor Swift),Big Red Machine,2,330.138,How Long Do You Think It's Gonna Last?,Alternative,2021
Tides,Ed Sheeran,2,195.827,=,Pop,2021
Move Me,Charli XCX,2,147.387,CRASH,Pop,2022
Wake Me,Bleachers,2,163.932,Strange Desire,Alternative,2014
everyone at this party,Camila Cabello,2,168.834,Familia,Pop,2022
Can't Pin Me Down,Marina and The Diamonds,2,205.728,FROOT,Pop,2015
Waves,Imagine Dragons,2,225.515,Mercury - Acts 1 & 2,Alternative,2022
There's Nothing Left for You,Mitski,2,172.942,Laurel Hell,Alternative,2022
Should've Been Me,Mitski,2,191.843,Laurel Hell,Alternative,2022
Call It What You Want,Taylor Swift,2,203.569,reputation,Pop,2017
R.E.M,Ariana Grande,2,245.743,Sweetener,Pop,2018
Birdie,Avril Lavigne,2,215.225,Head Above Water,Pop,2019
"break up with your girlfriend, i'm bored",Ariana Grande,2,190.473,"thank u, next",Pop,2019
needy,Ariana Grande,2,171.618,"thank u, next",Pop,2019
Side To Side (feat. Nicki Minaj),Ariana Grande,2,226.245,Dangerous Woman,Pop,2016
Fearless,Taylor Swift,2,242.044,Fearless,Country,2008
Teardrops On My Guitar (Pop Version),Taylor Swift,2,179.067,Taylor Swift (Bonus Track Version),Country,2006
Your Heart Is a Muscle,Carly Rae Jepsen,2,229.691,Kiss (Deluxe Version),Pop,2012
Almost Said It,Carly Rae Jepsen,2,147.748,Kiss (Deluxe Version),Pop,2012
The Burn,Matchbox Twenty,2,207.121,Mad Season (Deluxe Version),Pop,2000
Never Going Back Again (Bonus Track),Matchbox Twenty,2,227.184,Mad Season (Deluxe Version),Pop,2000
Busted,Matchbox Twenty,2,257.253,Yourself Or Someone Like You (Deluxe Version),Pop,1996
Shame,Matchbox Twenty,2,215.04,Yourself Or Someone Like You (Deluxe Version),Pop,1996
